angle_degree,range_meter,x_meter,y_meter
-153.21395865937316,0.13199999928474426,-0.11783582342002735,-0.05948712911291499
-153.1028132388355,0.13199999928474426,-0.11772020546468862,-0.0597156012824453
-152.9916678182978,0.13300000131130219,-0.11849508682381167,-0.06039796972931885
-152.8805223977601,0.13300000131130219,-0.11837770073177561,-0.06062771905873214
-152.7693769772224,0.13199999928474426,-0.11737069543891376,-0.0603996660864796
-152.6582315566847,0.13199999928474426,-0.11725330817175492,-0.060627234259464265
-152.54708613614704,0.13199999928474426,-0.11713547967681362,-0.06085457429031338
-152.43594071560935,0.13099999725818634,-0.11613071457798431,-0.060618944342932676
-152.32479529507165,0.13099999725818634,-0.11601290427643383,-0.060844106723591786
-152.21364987453396,0.13099999725818634,-0.11589465741477868,-0.06106904014601762
-152.1025044539963,0.13099999725818634,-0.11577597443798542,-0.06129374376377883
-151.9913590334586,0.12999999523162842,-0.11477397722320622,-0.06104861106192633
-151.8802136129209,0.12999999523162842,-0.11465533598439602,-0.061271140764055265
-151.7690681923832,0.12999999523162842,-0.11453626329405212,-0.061493439901008785
-151.6579227718455,0.12999999523162842,-0.1144167596002487,-0.06171550763626843
-151.54677735130784,0.12999999523162842,-0.1142968253526818,-0.06193734313418654
-151.43563193077014,0.12999999523162842,-0.11417646100266766,-0.06215894555998935
-151.32448651023245,0.13099999725818634,-0.1149330200979649,-0.0628601636396663
-151.21334108969475,0.13099999725818634,-0.11481086441544187,-0.06308299845302101
-151.10219566915708,0.13099999725818634,-0.11468827669612691,-0.06330559588312443
-150.9910502486194,0.13099999725818634,-0.11456525740132135,-0.06352795509233564
-150.8799048280817,0.13099999725818634,-0.11444180699395054,-0.06375007524391012
-150.768759407544,0.13099999725818634,-0.11431792593856215,-0.06397195550200296
-150.6576139870063,0.13099999725818634,-0.11419361470132439,-0.06419359503167198
-150.54646856646863,0.13099999725818634,-0.1140688737500242,-0.06441499299888084
-150.43532314593094,0.13099999725818634,-0.11394370355406563,-0.06463614857050223
-150.32417772539324,0.13099999725818634,-0.11381810458446796,-0.06485706091432099
-150.21303230485555,0.13199999928474426,-0.1145599575436121,-0.06557450677495243
-150.10188688431788,0.13300000131130219,-0.1152994520598679,-0.06629507299566541
-149.99074146378018,0.13300000131130219,-0.11517063247101338,-0.06651861217007718
-149.8795960432425,0.13300000131130219,-0.11504137949154875,-0.06674190103291826
-149.7684506227048,0.13300000131130219,-0.11491169360785686,-0.06696493874394578
-149.6573052021671,0.13300000131130219,-0.1147815753079497,-0.06718772446386209
-149.54615978162943,0.1340000033378601,-0.11551306460250414,-0.0679171024167273
-149.43501436109173,0.1340000033378601,-0.11538109811419835,-0.0681410529160524
-149.32386894055404,0.13300000131130219,-0.11438863081545295,-0.06785456129820892
-149.21272352001634,0.13300000131130219,-0.11425678776332038,-0.06807633067971529
-149.10157809947867,0.13300000131130219,-0.11412451475940324,-0.06829784388790859
-148.99043267894098,0.13300000131130219,-0.11399181230144892,-0.06851910008922785
-148.87928725840328,0.13300000131130219,-0.11385868088882078,-0.0687400984510792
-148.76814183786558,0.1340000033378601,-0.1145801988448406,-0.0694793417299222
-148.6569964173279,0.1340000033378601,-0.11444520359817946,-0.06970147966806567
-148.54585099679022,0.13500000536441803,-0.11516283744070958,-0.07044517244636139
-148.43470557625253,0.13600000739097595,-0.11587801342562583,-0.07119190975719078
-148.32356015571483,0.13600000739097595,-0.1157396936080454,-0.07141656204173714
-148.21241473517713,0.13600000739097595,-0.11560093825846038,-0.07164094558357771
-148.10126931463947,0.13600000739097595,-0.11546174789901141,-0.07186505953835039
-147.99012389410177,0.13600000739097595,-0.11532212305347606,-0.0720889030627075
-147.87897847356408,0.13600000739097595,-0.11518206424726689,-0.07231247531431903
-147.76783305302638,0.13600000739097595,-0.11504157200742945,-0.07253577545187573
